fixture_name,partition,condition,sim_iters,sim_time_ms,ln_iters,ln_time_ms,lqns_iters,lqns_time_ms,sim_vs_ln_max_rel_diff,sim_vs_lqns_max_rel_diff,matches_within_tol,notes
A1_chain_d5_N20,A1,f17off,3,24,53,1408,14,32,3.714132185728673E-8,Infinity,match-ln,
A1_chain_d5_N50,A1,f17off,3,26,53,3824,15,32,2.1279590799571067E-6,Infinity,match-ln,
A1_chain_d8_N50,A1,f17off,3,41,53,6178,19,38,5.2280851766185225E-6,Infinity,match-ln,
C7_deepChainAllExp,C7,f17off,3,21,56,2068,50,42,1.3595630692004566,Infinity,match-neither,
A5_seqMultiEntry,A5,f17off,3,18,53,871,9,36,1.7841518981792872E-8,Infinity,match-ln,
A5_andForkThreeWay,A5,f17off,2,310,53,19614,9,38,2.3517507436495323E-4,Infinity,match-ln,
C1_fanOut3_caller_c1,C1,f17off,9,26,53,1001,8,28,0.36258688296200503,Infinity,match-neither,
C1_fanOut3_caller_c2,C1,f17off,9,22,53,1031,8,31,0.36258688296200503,Infinity,match-neither,
C4_predicateThreshold,C4,f17off,2,12,53,344,5,23,1.3333333282048427E-8,Infinity,match-ln,
B_scaleAxis_tasks5_fanout,B,f17off,10,32,53,3469,6,30,0.2812295256942146,Infinity,match-neither,
A5_combinedDag,A5,f17off,2,891,53,39705,,,0.009836347340206995,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_8fbe3a95.lqnx:34: error: Symbol \
A4_webApplication,A4,f17off,4,24,53,1933,6,26,1.8901380285144722E-8,Infinity,match-ln,
C7_deepChainMultiCall,C7,f17off,4,17,53,936,14,18,0.32836720201172453,Infinity,match-neither,
A5_orForkThreeWay,A5,f17off,3,11,53,294,,,2.026260427220642E-8,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_db053e93.lqnx:19: error: Task \
B_scaleAxis_tasks60_fanout,B,f17off,8,13599,201,651304,5,21130,0.8084267892424358,Infinity,match-neither,
B_scaleAxis_tasks20_chain,B,f17off,3,503,81,20264,34,91,0.004507340536968295,Infinity,match-ln,
C5_satFanout_tasks5,C5,f17off,26,124,81,9467,42,79,0.44067071425633886,Infinity,match-neither,
