fixture_name,partition,condition,sim_iters,sim_time_ms,ln_iters,ln_time_ms,lqns_iters,lqns_time_ms,sim_vs_ln_max_rel_diff,sim_vs_lqns_max_rel_diff,matches_within_tol,notes
A2_multiclassB_2refs_demands_5to1_N50,A2,f20off,2,15,22,443,10,24,0.025353153534022135,Infinity,match-ln,
A4_chainPlusFanout,A4,f20off,6,29,17,853,9,28,0.04762119168890329,Infinity,match-ln,
C6_andForkPsHost,C6,f20off,3,215,8,2437,50,44,0.34999460514248565,Infinity,match-neither,
A3_multiserver_c8_loadHigh,A3,f20off,3,11,12,163,8,34,0.007329618005019783,Infinity,match-ln,
C6_multiclassAndFork,C6,f20off,2,615,8,6040,8,33,1.0757938281459847,Infinity,match-neither,
A4_threeTier_sequence,A4,f20off,4,22,13,237,6,32,0.041632518913363295,Infinity,match-ln,
A4_parallelService_andFork,A4,f20off,2,146,9,2060,8,26,0.005352860013582653,Infinity,match-ln,
A3_multiserver_c2_loadMedium,A3,f20off,3,9,13,143,7,30,0.004175971586271293,Infinity,match-ln,
A5_orForkUneven,A5,f20off,3,15,12,159,,,0.008033392019441069,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_762e415c.lqnx:19: error: Task \
A2_multiclassB_2refs_demands_3to1_N20,A2,f20off,2,19,20,457,9,31,0.012146904485412243,Infinity,match-ln,
A2_multiclassB_2refs_demands_3to1_N50,A2,f20off,2,23,20,473,10,35,0.015040885009215866,Infinity,match-ln,
B_scaleAxis_tasks5_chain,B,f20off,3,25,16,958,14,25,0.030444007275982378,Infinity,match-ln,
A3_multiserver_c4_loadMedium,A3,f20off,3,8,12,99,7,25,0.005667287806220049,Infinity,match-ln,
C1_fanOut2_caller_c1,C1,f20off,8,16,15,289,7,30,0.29237974896047575,Infinity,match-neither,
C1_fanOut2_caller_c2,C1,f20off,8,17,15,275,7,27,0.29237974896047597,Infinity,match-neither,
A3_multiserver_c4_loadHigh,A3,f20off,3,8,12,114,8,28,0.0065578518970306815,Infinity,match-ln,
A4_multiclass_multiserver,A4,f20off,2,17,15,582,10,28,0.011955336757201125,Infinity,match-ln,
A4_threeTier_multiclass,A4,f20off,5,27,16,868,13,34,0.016920646906749243,Infinity,match-ln,
A3_multiserver_c2_loadHigh,A3,f20off,3,9,13,141,8,33,0.0049300535163515095,Infinity,match-ln,
A3_multiserver_c8_loadMedium,A3,f20off,3,10,12,149,7,30,0.00598971659154739,Infinity,match-ln,
A4_replyThenLog,A4,f20off,3,12,8,99,2,31,0.008858859442393573,Infinity,match-ln,
A4_multiclass_multientry,A4,f20off,2,24,10,352,9,35,0.04584763804479864,Infinity,match-ln,
A5_replyAtBound,A5,f20off,3,12,8,99,2,32,0.011028272498523178,Infinity,match-ln,
C1_fanOut4_caller_c1,C1,f20off,9,34,17,565,7,23,0.3039969818894362,Infinity,match-neither,
C1_fanOut4_caller_c2,C1,f20off,9,29,17,553,7,29,0.3039969818894362,Infinity,match-neither,
A2_multiclassA_2refs_loadLow_N20,A2,f20off,2,17,7,154,9,27,0.03789778609607682,Infinity,match-ln,
A2_multiclassA_2refs_loadLow_N50,A2,f20off,2,18,6,126,10,24,0.10961949220268133,Infinity,match-neither,
A2_multiclassC_2refs_think_4to1_N20,A2,f20off,2,17,21,478,10,29,0.0076984415805153444,Infinity,match-ln,
A2_multiclassC_2refs_think_4to1_N50,A2,f20off,2,16,24,551,10,26,0.005810523210033106,Infinity,match-ln,
C3_multiclassMultiEntry_2refs,C3,f20off,2,14,10,154,9,28,0.045809239535947635,Infinity,match-ln,
C3_multiclassMultiEntry_3refs,C3,f20off,2,24,14,510,9,31,0.01800275844422749,Infinity,match-ln,
B_scaleAxis_tasks10_chain,B,f20off,3,50,32,3808,21,39,0.027658875587171346,Infinity,match-ln,
C4_nearSaturation,C4,f20off,3,8,14,211,12,28,0.023262115013532175,Infinity,match-ln,
A3_multiserver_c2_loadLow,A3,f20off,3,12,12,124,6,26,0.007099070468767895,Infinity,match-ln,
B_scaleAxis_tasks60_chain,B,f20off,3,564,184,225455,50,304,0.029944319567486593,Infinity,match-ln,
A4_databaseBackend,A4,f20off,4,17,19,402,9,31,0.0021994002192555163,Infinity,match-ln,
B_scaleAxis_tasks20_fanout,B,f20off,10,617,21,12692,6,459,0.5942304042307432,Infinity,match-neither,
A5_andForkMultiAct,A5,f20off,2,309,9,4287,8,27,0.005352861869724016,Infinity,match-ln,
A3_multiserver_c4_loadLow,A3,f20off,3,8,11,100,6,24,0.005770564890113402,Infinity,match-ln,
A2_multiclassC_2refs_think_2to1_N20,A2,f20off,2,16,19,405,9,23,0.00735791727469529,Infinity,match-ln,
A2_multiclassC_2refs_think_2to1_N50,A2,f20off,2,13,22,613,10,30,0.004922344449298784,Infinity,match-ln,
B_scaleAxis_tasks40_chain,B,f20off,3,287,123,91138,50,136,0.0308670133450188,Infinity,match-ln,
B_scaleAxis_tasks40_fanout,B,f20off,9,3645,22,63541,6,3669,0.7233438977725848,Infinity,match-neither,
A1_chain_d3_N50,A1,f20off,3,14,9,333,12,26,0.015961729747159432,Infinity,match-ln,
A1_chain_d5_N20,A1,f20off,3,21,19,395,14,23,0.01655575748438885,Infinity,match-ln,
A1_chain_d5_N50,A1,f20off,3,19,13,703,15,24,0.03085927065281824,Infinity,match-ln,
A1_chain_d8_N50,A1,f20off,3,29,22,2070,19,29,0.035351481761485073,Infinity,match-ln,
C7_deepChainAllExp,C7,f20off,3,17,34,1122,50,36,1.3028602637320907,Infinity,match-neither,
A5_seqMultiEntry,A5,f20off,3,17,10,191,9,30,0.015687126711103328,Infinity,match-ln,
A5_andForkThreeWay,A5,f20off,2,274,9,4485,9,42,0.009512839163839685,Infinity,match-ln,
C1_fanOut3_caller_c1,C1,f20off,9,37,16,509,8,35,0.3625354600326029,Infinity,match-neither,
C1_fanOut3_caller_c2,C1,f20off,9,25,16,487,8,33,0.3625354600326029,Infinity,match-neither,
C4_predicateThreshold,C4,f20off,2,10,9,106,5,31,0.00520833656250014,Infinity,match-ln,
B_scaleAxis_tasks5_fanout,B,f20off,10,38,18,1607,6,38,0.280749599767185,Infinity,match-neither,
A5_combinedDag,A5,f20off,2,1132,9,11085,,,0.009836346480156627,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_2ba85856.lqnx:34: error: Symbol \
A4_webApplication,A4,f20off,4,27,11,650,6,36,0.011420513523316357,Infinity,match-ln,
C7_deepChainMultiCall,C7,f20off,4,32,13,448,14,31,0.3685981924645206,Infinity,match-neither,
A5_orForkThreeWay,A5,f20off,3,14,13,180,,,0.00481676197274469,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_7564d9e9.lqnx:19: error: Task \
B_scaleAxis_tasks60_fanout,B,f20off,8,19942,22,232231,5,24597,0.8083572368606623,Infinity,match-neither,
B_scaleAxis_tasks20_chain,B,f20off,3,152,63,21670,34,80,0.026840218729937543,Infinity,match-ln,
C5_satFanout_tasks5,C5,f20off,26,44,71,11470,42,76,0.45900192430675446,Infinity,match-neither,
