fixture_name,partition,condition,sim_iters,sim_time_ms,ln_iters,ln_time_ms,lqns_iters,lqns_time_ms,sim_vs_ln_max_rel_diff,sim_vs_lqns_max_rel_diff,matches_within_tol,notes
A4_threeTier_multiclass,A4,f17off,5,26,53,3451,13,36,0.0014133495844144029,Infinity,match-ln,
A3_multiserver_c2_loadHigh,A3,f17off,3,10,53,438,8,35,1.1017551485745867E-8,Infinity,match-ln,
A3_multiserver_c8_loadMedium,A3,f17off,3,14,53,556,7,33,1.0734038792624971E-8,Infinity,match-ln,
A4_replyThenLog,A4,f17off,3,14,53,442,2,29,0.001869542403480529,Infinity,match-ln,
A4_multiclass_multientry,A4,f17off,2,24,53,1810,9,33,0.0029704995920316673,Infinity,match-ln,
A5_replyAtBound,A5,f17off,3,13,53,439,2,29,0.013407702493180615,Infinity,match-ln,
C1_fanOut4_caller_c1,C1,f17off,9,34,53,1382,7,36,0.3032292953102441,Infinity,match-neither,
C1_fanOut4_caller_c2,C1,f17off,9,36,53,1277,7,37,0.30322929531024384,Infinity,match-neither,
A2_multiclassA_2refs_loadLow_N20,A2,f17off,2,19,53,1138,9,31,1.1822905059019936E-4,Infinity,match-ln,
A2_multiclassA_2refs_loadLow_N50,A2,f17off,2,16,53,1230,10,30,4.4189298629087833E-4,Infinity,match-ln,
A2_multiclassC_2refs_think_4to1_N20,A2,f17off,2,19,53,1357,10,34,0.0026199704343522335,Infinity,match-ln,
A2_multiclassC_2refs_think_4to1_N50,A2,f17off,2,22,53,1209,10,28,8.745258894391715E-4,Infinity,match-ln,
C3_multiclassMultiEntry_2refs,C3,f17off,2,14,53,672,9,29,0.0017895176634592802,Infinity,match-ln,
C3_multiclassMultiEntry_3refs,C3,f17off,2,23,53,1513,9,30,0.017838030039096186,Infinity,match-ln,
B_scaleAxis_tasks10_chain,B,f17off,3,50,53,6548,21,48,1.8220381141459866E-4,Infinity,match-ln,
C4_nearSaturation,C4,f17off,3,9,53,792,12,29,0.023262120170923516,Infinity,match-ln,
A3_multiserver_c2_loadLow,A3,f17off,3,9,53,378,6,27,8.971813918930354E-9,Infinity,match-ln,
B_scaleAxis_tasks60_chain,B,f17off,3,582,201,204593,50,319,0.003164909231250275,Infinity,match-ln,
A4_databaseBackend,A4,f17off,4,14,53,901,9,31,2.025474332613784E-8,Infinity,match-ln,
B_scaleAxis_tasks20_fanout,B,f17off,10,619,81,28853,6,378,0.5944015949902322,Infinity,match-neither,
A5_andForkMultiAct,A5,f17off,2,215,53,12579,8,26,4.377249605331319E-4,Infinity,match-ln,
A3_multiserver_c4_loadLow,A3,f17off,3,8,53,257,6,20,8.843923331036364E-9,Infinity,match-ln,
A2_multiclassC_2refs_think_2to1_N20,A2,f17off,2,15,53,791,9,21,8.205438235700965E-4,Infinity,match-ln,
A2_multiclassC_2refs_think_2to1_N50,A2,f17off,2,12,53,804,10,30,4.361744390904642E-4,Infinity,match-ln,
B_scaleAxis_tasks40_chain,B,f17off,3,257,161,72241,50,132,0.0022165153587857755,Infinity,match-ln,
B_scaleAxis_tasks40_fanout,B,f17off,9,3323,161,164045,6,3519,0.7234326743937365,Infinity,match-neither,
A1_chain_d3_N50,A1,f17off,3,15,53,1616,12,26,2.134757490402767E-6,Infinity,match-ln,
A1_chain_d5_N20,A1,f17off,3,18,53,878,14,29,3.714132185728673E-8,Infinity,match-ln,
A1_chain_d5_N50,A1,f17off,3,22,53,2591,15,22,2.1279590799571067E-6,Infinity,match-ln,
A1_chain_d8_N50,A1,f17off,3,28,53,4637,19,28,5.2280851766185225E-6,Infinity,match-ln,
C7_deepChainAllExp,C7,f17off,3,17,56,1403,50,30,1.3595630692004566,Infinity,match-neither,
A5_seqMultiEntry,A5,f17off,3,15,53,621,9,22,1.7841518981792872E-8,Infinity,match-ln,
A5_andForkThreeWay,A5,f17off,2,177,53,12135,9,24,2.3517507436495323E-4,Infinity,match-ln,
C1_fanOut3_caller_c1,C1,f17off,9,18,53,671,8,24,0.36258688296200503,Infinity,match-neither,
C1_fanOut3_caller_c2,C1,f17off,9,18,53,682,8,25,0.36258688296200503,Infinity,match-neither,
C4_predicateThreshold,C4,f17off,2,7,53,244,5,19,1.3333333282048427E-8,Infinity,match-ln,
B_scaleAxis_tasks5_fanout,B,f17off,10,25,53,2486,6,24,0.2812295256942146,Infinity,match-neither,
A5_combinedDag,A5,f17off,2,625,53,26225,,,0.009836347340206995,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_5873cbd1.lqnx:34: error: Symbol \
A4_webApplication,A4,f17off,4,19,53,1656,6,21,1.8901380285144722E-8,Infinity,match-ln,
C7_deepChainMultiCall,C7,f17off,4,15,53,913,14,22,0.32836720201172453,Infinity,match-neither,
A5_orForkThreeWay,A5,f17off,3,11,53,286,,,2.026260427220642E-8,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_170bb567.lqnx:19: error: Task \
B_scaleAxis_tasks60_fanout,B,f17off,8,12728,201,570361,5,21223,0.8084267892424358,Infinity,match-neither,
B_scaleAxis_tasks20_chain,B,f17off,3,121,81,23414,34,76,0.004507340536968295,Infinity,match-ln,
C5_satFanout_tasks5,C5,f17off,26,40,81,11340,42,57,0.44067071425633886,Infinity,match-neither,
